x,y,z,Bx,By,Bz
-18051.0,7947.0,0.0,15.428706,-9.83674,-1.3825082
-18051.0,8447.0,0.0,14.564277,-9.917647,-1.4435652
-18051.0,8947.0,0.0,13.721052,-9.954361,-1.5010091
-18051.0,9447.0,0.0,12.902015,-9.949922,-1.5544823
-18051.0,9947.0,0.0,12.109367,-9.907442,-1.6034758
-18051.0,10447.0,0.0,11.344761,-9.830027,-1.6475452
-18051.0,10947.0,0.0,10.609604,-9.720812,-1.6862192
-18051.0,11447.0,0.0,9.904865,-9.582909,-1.7192322
-18051.0,11947.0,0.0,9.231053,-9.419526,-1.7464589
-18051.0,12447.0,0.0,8.588722,-9.2337885,-1.7678728
-18051.0,12947.0,0.0,7.977736,-9.028802,-1.7837573
-18051.0,13447.0,0.0,7.398204,-8.807727,-1.7944565
-18051.0,13947.0,0.0,6.84976,-8.573642,-1.8004481
-18051.0,14447.0,0.0,6.3320084,-8.329677,-1.8022636
-18051.0,14947.0,0.0,5.8443556,-8.078767,-1.8004704
-18051.0,15447.0,0.0,5.3860826,-7.823962,-1.7956021
-18051.0,15947.0,0.0,4.956392,-7.5680676,-1.7880673
-18051.0,16447.0,0.0,4.5543766,-7.3138747,-1.7782235
-18051.0,16947.0,0.0,4.179077,-7.06401,-1.7662426
-18051.0,17447.0,0.0,3.829443,-6.820876,-1.7521446
-18051.0,17947.0,0.0,3.5043585,-6.5867147,-1.7358067
-18051.0,18447.0,0.0,3.2027555,-6.363559,-1.7169521
-18051.0,18947.0,0.0,2.9233837,-6.153123,-1.6950871
-18051.0,19447.0,0.0,2.6651177,-5.956943,-1.6695977
-18051.0,19947.0,0.0,2.4266644,-5.776231,-1.6397179
-17551.0,-20053.0,0.0,1.5225078,5.704184,-1.9970831
-17551.0,-19553.0,0.0,1.727937,6.012656,-2.0600762
-17551.0,-19053.0,0.0,1.9580562,6.324925,-2.1168077
-17551.0,-18553.0,0.0,2.214281,6.64331,-2.1674247
-17551.0,-18053.0,0.0,2.4977329,6.970353,-2.2110832
-17551.0,-17553.0,0.0,2.8098316,7.3078723,-2.2466397
-17551.0,-17053.0,0.0,3.1527593,7.655947,-2.27367
-17551.0,-16553.0,0.0,3.5297518,8.012803,-2.2929823
-17551.0,-16053.0,0.0,3.9446166,8.375224,-2.3067343
